1,646948845359003,411891885531368,4290,118, photo,111,202,4,0.067797,0.059322,0.016949,0.016949,0.016949,0.016949,0.016949,0.025424,0.008475,0.000000,0.008475,0.008475,0.016949,0.000000,0.008475,0.016949,0.016949,0.025424,0.008475,0.000000,0.016949,0.008475,0.008475,0.008475
1,646950655358822,411891885531368,2447,16, photo,15,93,2,0.062500,0.000000,0.000000,0.062500,0.000000,0.000000,0.125000,0.000000,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.125000,0.000000,0.062500,0.000000,0.062500,0.000000
1,646951412025413,411891885531368,100690,121, video,118,1271,161,0.049587,0.066116,0.008264,0.041322,0.024793,0.008264,0.024793,0.024793,0.024793,0.033058,0.016529,0.008264,0.024793,0.016529,0.000000,0.000000,0.041322,0.016529,0.008264,0.008264,0.000000,0.008264,0.000000,0.008264
1,807656085954944,411891885531368,769310,9443, video,8976,108896,3882,0.002012,0.000318,0.000529,0.000424,0.000424,0.000529,0.000424,0.000106,0.000424,0.001059,0.000212,0.000106,0.000212,0.000106,0.000424,0.000000,0.000106,0.000106,0.000106,0.000635,0.000000,0.000318,0.000106,0.000106
1,714853248568562,411891885531368,10538,110, video,105,1453,46,0.054545,0.027273,0.054545,0.036364,0.027273,0.009091,0.027273,0.018182,0.027273,0.000000,0.027273,0.009091,0.009091,0.000000,0.027273,0.009091,0.018182,0.009091,0.009091,0.000000,0.018182,0.000000,0.009091,0.000000
1,764557283598158,411891885531368,7404,10547, status,1299,5194,139,0.000759,0.000474,0.000284,0.000000,0.000000,0.000000,0.000095,0.000190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014601,0.018015,0.011188,0.012136,0.015455,0.005973,0.017161,0.016118
1,697247573662463,411891885531368,2626,55, photo,48,283,16,0.036364,0.036364,0.000000,0.018182,0.000000,0.018182,0.036364,0.036364,0.090909,0.000000,0.036364,0.000000,0.000000,0.000000,0.018182,0.036364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018182,0.036364
1,688886134498607,411891885531368,284,6, status,6,128,0,0.333333,0.000000,0.333333,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,688898371164050,411891885531368,1205,55, status,51,209,5,0.145455,0.236364,0.072727,0.036364,0.109091,0.054545,0.054545,0.018182,0.000000,0.000000,0.000000,0.000000,0.036364,0.000000,0.036364,0.000000,0.018182,0.000000,0.000000,0.000000,0.018182,0.000000,0.000000,0.000000
1,691127064274514,411891885531368,246499,98, photo,96,772,11,0.040816,0.051020,0.030612,0.030612,0.030612,0.040816,0.040816,0.000000,0.030612,0.000000,0.030612,0.000000,0.000000,0.010204,0.000000,0.010204,0.000000,0.010204,0.010204,0.000000,0.020408,0.010204,0.000000,0.000000
1,703521246368429,411891885531368,968296,3988, video,3867,57540,5583,0.001505,0.000752,0.001003,0.000251,0.000251,0.000000,0.000251,0.000251,0.000251,0.000251,0.000000,0.001003,0.000000,0.000000,0.000251,0.000000,0.000251,0.000000,0.000251,0.000000,0.000000,0.000000,0.000251,0.000000
1,710983122288908,411891885531368,900898,3020, video,2872,7385,1186,0.002649,0.001656,0.003311,0.003642,0.003642,0.003311,0.001987,0.005960,0.004967,0.004305,0.006291,0.006954,0.005298,0.003311,0.002980,0.004636,0.002649,0.002980,0.004636,0.003642,0.003974,0.002980,0.004305,0.001987
1,746629022057651,411891885531368,61949,69, photo,64,364,11,0.115942,0.057971,0.043478,0.028986,0.043478,0.043478,0.014493,0.014493,0.028986,0.000000,0.014493,0.028986,0.000000,0.028986,0.000000,0.000000,0.028986,0.014493,0.014493,0.000000,0.014493,0.014493,0.014493,0.014493
1,644850972235457,411891885531368,3943,136, photo,135,746,3,0.088235,0.080882,0.044118,0.014706,0.044118,0.022059,0.007353,0.014706,0.007353,0.000000,0.007353,0.022059,0.014706,0.014706,0.000000,0.014706,0.007353,0.022059,0.007353,0.000000,0.000000,0.007353,0.000000,0.007353
1,681176781936209,411891885531368,461,5, photo,5,55,3,0.200000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,683220531731834,411891885531368,1890,10, photo,8,126,1,0.100000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000
1,690369407683613,411891885531368,1409,16, photo,16,163,2,0.062500,0.000000,0.125000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000
1,779344252119461,411891885531368,7044,70, photo,62,361,18,0.100000,0.014286,0.071429,0.014286,0.071429,0.057143,0.042857,0.000000,0.000000,0.014286,0.014286,0.014286,0.028571,0.000000,0.000000,0.000000,0.014286,0.014286,0.000000,0.000000,0.128571,0.000000,0.000000,0.014286
1,781683198552233,411891885531368,17804,174, None,173,4661,140,0.074713,0.057471,0.045977,0.040230,0.028736,0.017241,0.011494,0.017241,0.017241,0.022989,0.005747,0.011494,0.011494,0.005747,0.011494,0.011494,0.011494,0.005747,0.005747,0.005747,0.000000,0.028736,0.011494,0.011494
1,782468658473687,411891885531368,4116,39, None,39,414,3,0.128205,0.051282,0.025641,0.000000,0.051282,0.000000,0.000000,0.051282,0.025641,0.025641,0.025641,0.000000,0.000000,0.000000,0.000000,0.025641,0.000000,0.025641,0.000000,0.025641,0.025641,0.025641,0.000000,0.000000
1,783056645081555,411891885531368,4211,209, None,201,3603,215,0.057416,0.066986,0.038278,0.043062,0.023923,0.000000,0.004785,0.023923,0.028708,0.014354,0.009569,0.009569,0.009569,0.009569,0.023923,0.000000,0.019139,0.014354,0.004785,0.000000,0.004785,0.019139,0.000000,0.004785
1,697124117008142,411891885531368,4819,113, photo,109,5630,14,0.115044,0.026549,0.017699,0.008850,0.000000,0.026549,0.026549,0.061947,0.008850,0.000000,0.026549,0.008850,0.000000,0.008850,0.000000,0.000000,0.008850,0.000000,0.000000,0.000000,0.000000,0.008850,0.008850,0.017699
1,718820031505217,411891885531368,941888,337, photo,318,3041,351,0.029674,0.029674,0.017804,0.029674,0.011869,0.008902,0.011869,0.032641,0.005935,0.014837,0.014837,0.011869,0.017804,0.014837,0.002967,0.017804,0.005935,0.017804,0.011869,0.014837,0.032641,0.005935,0.014837,0.017804
1,807321332655086,411891885531368,28487,164, video,162,3245,146,0.067073,0.012195,0.006098,0.018293,0.006098,0.018293,0.012195,0.000000,0.006098,0.006098,0.006098,0.000000,0.006098,0.006098,0.000000,0.006098,0.000000,0.000000,0.000000,0.000000,0.000000,0.006098,0.000000,0.000000
1,700390643348156,411891885531368,100,8, status,7,53,0,0.625000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000,0.000000
1,755574271163126,411891885531368,1553,46, link,43,241,8,0.086957,0.043478,0.021739,0.043478,0.000000,0.086957,0.000000,0.108696,0.000000,0.021739,0.065217,0.021739,0.000000,0.000000,0.000000,0.021739,0.043478,0.000000,0.021739,0.000000,0.021739,0.000000,0.021739,0.000000
1,567198130000742,411891885531368,3745,5, None,5,25,1,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
1,631692280217993,411891885531368,136,12, photo,12,83,1,0.333333,0.083333,0.083333,0.000000,0.000000,0.000000,0.166667,0.083333,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,679117705475450,411891885531368,1369,37, photo,36,251,10,0.216216,0.081081,0.000000,0.027027,0.027027,0.081081,0.054054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,725580600829160,411891885531368,191,14, photo,14,51,1,0.285714,0.285714,0.071429,0.000000,0.142857,0.000000,0.071429,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,551225881597967,411891885531368,1087,13, status,12,69,0,0.307692,0.153846,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,640612345992653,411891885531368,1975,49, photo,48,6188,36,0.061224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040816,0.020408,0.020408,0.000000,0.020408,0.000000,0.020408,0.000000,0.040816,0.000000,0.000000,0.000000,0.061224,0.000000,0.020408,0.000000,0.020408
1,709336719120215,411891885531368,922690,122, None,117,1958,108,0.057377,0.016393,0.016393,0.008197,0.008197,0.000000,0.016393,0.000000,0.000000,0.000000,0.000000,0.008197,0.008197,0.008197,0.000000,0.000000,0.008197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,710421279011759,411891885531368,754558,538, video,496,2311,303,0.014870,0.050186,0.055762,0.039033,0.011152,0.013011,0.022305,0.009294,0.013011,0.031599,0.013011,0.011152,0.016729,0.007435,0.009294,0.013011,0.018587,0.005576,0.005576,0.009294,0.009294,0.003717,0.005576,0.007435
1,548497158537506,411891885531368,313,5, None,5,39,0,0.200000,0.200000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,602730513114170,411891885531368,592033,5982, photo,5375,135289,412,0.000334,0.000000,0.000000,0.000334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,678633485523872,411891885531368,12052,65, video,65,1391,14,0.061538,0.000000,0.015385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,678689372184950,411891885531368,987418,65, video,65,1814,96,0.015385,0.000000,0.000000,0.000000,0.030769,0.000000,0.015385,0.000000,0.015385,0.000000,0.000000,0.015385,0.015385,0.000000,0.000000,0.000000,0.000000,0.015385,0.015385,0.000000,0.000000,0.015385,0.000000,0.000000
1,678808162173071,411891885531368,11536,14, video,14,861,27,0.142857,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,678834322170455,411891885531368,77799,68, None,66,369,15,0.058824,0.088235,0.044118,0.014706,0.029412,0.029412,0.014706,0.014706,0.014706,0.000000,0.029412,0.000000,0.014706,0.000000,0.000000,0.029412,0.000000,0.000000,0.000000,0.000000,0.000000,0.044118,0.000000,0.000000
1,678841395503081,411891885531368,561830,869, video,850,4782,70,0.004603,0.013809,0.016110,0.005754,0.004603,0.005754,0.005754,0.002301,0.006904,0.011507,0.005754,0.013809,0.004603,0.004603,0.008055,0.010357,0.010357,0.006904,0.012658,0.002301,0.011507,0.002301,0.003452,0.003452
1,683858951667992,411891885531368,1650,32, photo,31,682,13,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.000000
1,684113908309163,411891885531368,1401,22, photo,22,164,4,0.136364,0.090909,0.000000,0.000000,0.090909,0.000000,0.000000,0.045455,0.000000,0.000000,0.045455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,684401584947062,411891885531368,3649,83, video,80,1450,42,0.072289,0.036145,0.012048,0.024096,0.048193,0.012048,0.036145,0.024096,0.000000,0.024096,0.000000,0.012048,0.012048,0.012048,0.000000,0.000000,0.036145,0.000000,0.012048,0.012048,0.024096,0.012048,0.012048,0.000000
1,684423111611576,411891885531368,1396,17, None,14,363,8,0.176471,0.117647,0.000000,0.176471,0.000000,0.058824,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.058824,0.000000
1,684484421605445,411891885531368,1904,52, None,52,1083,27,0.057692,0.019231,0.057692,0.019231,0.019231,0.019231,0.057692,0.057692,0.019231,0.019231,0.000000,0.019231,0.000000,0.000000,0.000000,0.019231,0.019231,0.019231,0.000000,0.000000,0.000000,0.000000,0.000000,0.019231
1,693814674005753,411891885531368,975915,3185, None,3022,60470,1946,0.000314,0.000000,0.000314,0.000000,0.000628,0.000628,0.000000,0.001256,0.000314,0.000000,0.000000,0.000000,0.000314,0.000000,0.000942,0.000314,0.000000,0.000000,0.000628,0.000314,0.000000,0.000314,0.000314,0.000314
1,694490053938215,411891885531368,43853,329, video,328,4660,81,0.033435,0.021277,0.015198,0.015198,0.018237,0.003040,0.006079,0.006079,0.003040,0.000000,0.009119,0.009119,0.000000,0.003040,0.006079,0.009119,0.003040,0.003040,0.006079,0.000000,0.006079,0.000000,0.003040,0.003040
1,704403332946887,411891885531368,206573,2174, photo,2138,2652,235,0.065317,0.048758,0.028519,0.027139,0.023919,0.016099,0.015639,0.016099,0.016099,0.014719,0.014719,0.017479,0.015639,0.012879,0.012879,0.017019,0.008740,0.006440,0.014259,0.010120,0.012420,0.011040,0.008280,0.005520
